"gene.symbol","A1","A2","N1","N2","OPC1","OPC2","GC1","GC2","MOG1","MOG2","MGL1","MGL2","Endo1","Endo2","WB1","WB2","WB3"
"St3gal2",10.316559,9.449689,15.71546,13.577227,13.057158,18.010191,3.599727,4.503547,1.069711,2.675709,25.527386,34.393619,11.055104,11.536899,16.83371,18.445857,16.66432
"St3gal3",5.72912,5.051432,12.173741,10.506443,8.431005,13.514627,8.98564,13.688585,10.278904,10.664236,19.202213,23.323271,7.378861,8.1283,10.324807,10.559408,10.027511
"St3gal4",31.036534,19.501913,7.216277,5.974774,17.086441,25.198685,15.15987,15.958718,31.170592,37.758641,9.268088,9.427785,6.699168,7.637113,9.880757,9.368955,10.66914
"St3gal5",3.208777,3.830603,37.52016,48.300045,16.093789,14.960887,4.453526,4.345231,2.184718,4.411044,44.001757,40.468521,19.976425,20.300744,16.318775,15.746516,18.590107
"St3gal6",2.848631,3.239118,0.919136,0.471064,19.227666,16.64489,3.337905,3.387906,1.054376,1.108048,60.827999,44.944243,120.350826,119.786889,9.1645,10.674179,11.323514
"St5",19.250766,17.714671,3.938389,4.779517,4.952105,5.6731,5.508084,10.32859,4.030762,5.775209,12.120431,11.19629,9.372079,9.730482,6.665862,7.121228,7.392322
"St6gal1",6.459709,6.279903,5.101361,3.740668,13.664792,13.675402,4.624404,4.901618,5.134243,6.482924,12.729812,11.974959,13.755281,13.297821,6.100475,5.506325,7.082031
"St6gal2",4.47832,4.721112,4.176057,3.520121,2.79177,1.872263,1.119999,0.550823,0.1,0.121372,0.1,0.1,0.1,0.1,5.67335,4.680316,6.084709
"St6galnac1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"St6galnac2",0.242478,0.18972,1.077153,1.295115,0.115411,0.1,0.1,0.1,0.1,0.1,0.1,0.108433,22.402975,22.242755,1.297508,1.44757,2.118177
"St6galnac3",0.763067,0.97708,1.472142,1.306442,2.871289,3.103523,10.741734,6.06888,10.021473,11.337478,0.1,0.103783,9.0084,8.666144,1.883922,2.109874,2.347404
"St6galnac4",3.413055,3.241312,3.433971,2.896768,6.010359,7.987224,1.397742,2.005958,0.480488,1.065039,51.308995,62.621983,8.758232,9.566764,4.157449,4.793311,4.572769
"St6galnac5",64.066528,57.815328,6.997414,6.759034,1.673079,0.569939,0.1,0.1,0.125855,0.46176,0.1,0.340098,0.1,0.139864,15.319807,14.779626,15.787944
"St6galnac6",4.463329,3.130746,18.245641,15.930493,10.091277,19.608434,4.038426,7.603229,3.852082,8.107916,16.751008,23.994446,3.92672,4.878347,24.380189,34.347847,21.607989
"St7",9.246611,8.894108,15.335851,19.519526,14.717663,17.220947,5.572693,9.765255,0.738278,1.2945,4.004501,4.383324,6.993503,7.728582,12.432696,9.916373,12.207989
"St7l",11.659337,8.995193,3.718618,6.056962,9.495721,11.997374,16.913125,13.99874,15.055499,17.000235,4.656722,4.317683,10.95225,12.558851,5.719805,6.142679,7.137968
"St8sia1",0.83696,1.882099,2.973622,2.010672,8.09828,8.009874,2.11886,1.94705,0.1,0.115006,0.1,0.1,0.759075,0.754034,3.875577,3.579397,3.726321
"St8sia2",0.20004,0.860282,18.762678,13.614168,0.134882,0.124847,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.590933,7.430979,12.489644
"St8sia3",0.1,0.136787,10.475976,9.925186,12.714341,9.779689,10.636209,5.718141,2.442191,3.575398,0.116488,0.166844,0.107183,0.1,11.364582,10.880204,12.325386
"St8sia4",0.289342,0.483362,4.592051,3.594833,1.830263,1.396329,0.435509,0.289468,0.197654,0.111367,0.828548,0.460519,53.284434,54.54417,5.616517,5.123685,7.282654
"St8sia5",1.907179,1.442538,4.196606,2.972681,0.93312,1.869216,0.148093,0.503306,1.217026,2.266752,0.520021,1.413197,0.1,0.1,4.95606,4.551804,4.834525
"St8sia6",0.1,0.1,0.151789,0.114419,0.196902,0.1,0.1,0.1,0.1,0.1,0.168798,0.134622,1.970941,1.679179,0.202626,0.203182,0.153792
"Stab1",0.388393,0.334068,0.350223,0.335131,5.540715,2.962178,0.187214,0.202913,0.261912,0.650407,120.27582,139.573032,35.480945,32.929054,6.516922,7.736443,7.332274
"Stab2",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.20293,0.306322,0.1,0.1,0.1
"Stac",0.1,0.1,1.55215,1.896992,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.024138,1.050059,0.966003
"Stac2",0.1,0.139724,2.455271,2.306779,0.473922,1.225606,0.306105,0.524742,1.628756,2.661063,1.037808,1.569971,0.179035,0.195447,2.901947,3.3153,2.609687
"Stac3",0.560953,0.439284,0.405786,1.015562,0.448,0.1,0.159798,0.303862,0.1,0.1,0.50105,0.228689,0.277885,0.256083,0.771408,0.560939,0.742771
"Stag1",10.849777,10.911633,5.722874,9.133912,11.751514,7.730635,5.042658,3.171716,0.68572,1.230938,3.287053,2.106434,14.409253,13.602121,9.028914,7.945497,9.644126
"Stag2",14.411142,18.918568,8.235949,15.471221,24.219234,14.014448,19.512509,7.350021,6.22213,6.440218,5.501985,2.85473,24.932468,24.899809,15.56738,14.617897,15.568582
"Stag3",1.701973,1.297769,1.249728,1.355234,0.799432,0.322402,0.211158,0.1,0.1,0.1,0.669416,0.478778,0.124758,0.145841,1.327114,1.190352,1.734308
"Stam",12.872115,15.299808,15.278334,20.229811,20.060169,20.373543,39.334009,33.743417,11.195802,14.392639,2.650571,2.078139,9.082516,8.500588,14.54128,12.833068,14.03355
"Stam2",7.858949,8.426301,6.153772,9.202708,10.354951,10.358976,13.455623,11.789692,6.637992,8.544217,6.662978,4.349994,12.172929,12.239168,7.82481,7.136636,8.214131
"Stambp",5.555036,4.623899,6.041958,8.691176,5.893149,6.525421,7.897491,6.146413,8.591426,7.710684,3.249347,3.223801,4.284904,4.633299,7.269406,6.631523,7.53127
"Stambpl1",9.029098,6.122973,3.442459,3.945461,7.947298,9.770338,2.718117,5.599031,0.282733,0.741947,15.704504,17.650573,0.460365,0.532845,4.617745,3.72175,4.203257
"Stap1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.367851,0.1,0.1,0.1,0.1,0.1,0.128018
"Stap2",0.752904,0.598877,0.588435,0.590019,0.435669,0.1,0.178712,0.229962,0.176294,0.148417,0.21036,0.742801,62.801424,68.159352,2.962362,3.603842,5.103273
"Star",0.912233,1.186146,1.754693,1.972202,1.471927,1.424449,1.356332,1.380924,0.402951,0.645552,0.306009,0.175782,0.471753,0.410454,1.403276,1.2111,1.634202
"Stard10",3.232549,4.064579,13.014326,15.819593,5.362627,12.534518,5.841869,6.202336,17.823804,14.930416,2.458851,3.815869,2.892614,3.871256,8.992819,8.98602,6.795403
"Stard13",3.540766,3.545792,0.651558,0.650467,7.21042,6.292634,10.613356,9.762364,1.924947,2.961286,0.1,0.1,28.705926,26.31087,5.419238,4.675073,5.428172
"Stard3",12.107016,13.022602,7.150062,6.854896,16.37539,22.563896,17.67747,21.531959,36.001399,34.069804,75.076359,110.907295,31.35728,33.905632,10.820001,10.020677,12.367744
"Stard3nl",14.073136,13.812804,25.466424,22.955258,28.000156,33.131535,45.979996,47.571587,49.390248,47.392748,28.166591,18.679356,27.718669,31.407242,28.771001,23.995428,28.096912
"Stard4",23.541045,34.294943,8.063231,8.772566,7.356289,7.392531,8.514323,4.336952,3.54061,4.498805,2.861815,1.296381,27.920439,29.152776,15.941572,12.193675,11.69044
"Stard5",4.378377,3.561737,3.620022,2.800863,3.771236,5.010924,1.129198,0.786789,0.905097,1.063002,5.669089,6.810345,4.227571,5.231404,2.648463,2.478333,2.767051
"Stard6",0.521997,0.262965,0.1,0.1,0.55922,0.350679,0.472788,0.421654,0.316619,0.144856,0.1,0.1,0.548958,0.690482,0.209469,0.300542,0.166502
"Stard7",27.94551,25.414365,35.753631,34.727665,45.157255,46.569396,30.097859,34.380482,14.42844,17.595906,15.282886,11.233744,13.115522,12.876258,40.0135,42.184351,39.22611
"Stard8",9.412305,7.950429,0.263272,0.463193,1.766388,1.127461,0.1,0.1,0.1,0.386174,14.652606,11.649379,9.294817,8.97424,3.860061,4.909079,5.003991
"Stat1",2.190705,1.841134,1.149496,2.007688,6.740517,6.794971,4.520636,3.427091,1.744038,1.69373,4.172407,4.399191,7.539762,8.098145,2.793357,2.519001,3.457606
"Stat2",8.524282,8.001543,2.83115,4.91816,3.36308,2.383847,5.32075,4.095558,2.74759,2.712671,2.860485,2.611463,2.311704,2.143621,5.229337,3.97938,5.36592
"Stat3",36.363626,52.814845,14.739336,25.256111,23.945088,30.222224,14.876851,19.114718,14.221908,14.915274,51.100704,49.302961,29.549114,27.366673,27.000432,19.459741,17.814564
"Stat4",0.1,0.1,0.110848,0.19607,0.269969,0.109911,0.1,0.1,0.1,0.1,0.129607,0.122302,0.1,0.1,0.233132,0.317263,0.347073
"Stat5a",4.095484,2.568682,0.434711,0.372451,1.256947,1.857052,0.320563,0.57241,0.158773,0.179665,4.438138,4.924761,1.485338,1.380182,0.966904,1.211968,1.183233
"Stat5b",7.744199,6.991197,3.196941,3.164783,9.729464,12.083488,3.305809,4.082535,1.399973,1.699723,8.808956,9.475645,9.284983,9.578551,4.687216,5.1754,4.574083
"Stat6",0.818391,1.023668,0.386171,0.458378,3.868665,2.044446,0.142448,0.138789,0.261798,0.311493,65.471981,74.270686,15.971873,16.442419,3.464313,3.460449,4.076271
"Stau1",16.926581,19.235822,21.20179,23.067415,19.732056,23.024421,20.359226,23.427192,13.781421,15.231391,23.162963,21.000468,22.939056,22.391535,20.012071,18.75509,19.116365
"Stau2",5.510099,6.009164,18.04589,23.146187,13.401412,15.351744,6.24295,6.209856,2.817884,4.774967,3.195513,2.092256,5.551107,5.548361,18.710336,18.990099,17.336054
"Stbd1",0.35852,0.832865,2.736476,3.189147,0.1,0.1,0.1,0.1,0.1,0.1,1.153055,2.310465,0.232348,0.170998,0.689449,0.639179,0.917964
"Stc1",0.27706,0.382016,1.318989,1.051337,0.213039,0.363281,0.1,0.1,0.1,0.1,0.1,0.1,11.73559,10.236041,4.495814,1.848191,1.760617
"Stc2",0.959505,2.426438,0.58211,0.630766,0.419088,0.71993,0.182201,0.576558,0.1,0.1,0.181701,0.154641,0.905608,1.533604,0.832278,0.724143,0.934162
"Steap1",0.635248,0.82184,0.1,0.1,0.528976,0.847768,1.302159,1.653813,0.441161,0.652646,0.1,0.1,0.151976,0.1,0.177318,0.26555,0.152302
"Steap2",0.999691,1.241817,1.264467,1.24916,4.665357,2.877144,4.582311,3.022604,0.629894,0.891308,0.1,0.1,0.1,0.1,0.991705,1.243393,1.213206
"Steap3",25.905358,14.645708,1.159926,1.379078,4.740134,7.137435,0.300862,0.436696,0.140589,0.67272,1.490848,1.232454,20.016347,22.22291,6.395977,7.454321,6.807301
"Steap4",0.1,0.1,0.1,0.1,0.102534,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.250684,0.362128,0.306126,0.241375,0.224648
"Stfa1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Stfa2",0.1,0.1,0.1,0.1,0.191436,0.1,0.1,0.1,0.1,0.1,1.813973,1.728553,0.250485,1.597243,0.1,0.1,0.282816
"Stfa2l1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.211643,0.1,1.503302,0.674937,0.755243,1.092709,0.1,0.182054,0.1
"Stfa3",0.1,0.1,0.1,0.1,0.39286,0.1,0.1,0.1,0.1,0.1,1.518436,1.215817,0.589678,0.461047,0.1,0.1,0.1
"Stil",1.498052,2.737014,0.559023,0.656707,2.008807,1.091127,0.16222,0.217874,0.1,0.1,0.135307,0.1,1.135082,1.276682,2.172394,1.612443,2.166122
"Stim1",16.045526,12.819161,10.136508,9.465038,12.315728,15.15246,13.872195,15.539147,12.56315,12.00796,15.460848,17.219937,4.646452,4.409992,10.541852,11.351808,10.193558
"Stim2",4.555296,4.228416,4.145069,4.576546,14.197661,15.615479,6.088877,7.910026,1.048382,1.580151,1.993017,1.637883,9.959061,9.634526,7.643654,6.763961,7.995568
"Stip1",15.828114,18.397613,24.861444,27.188227,37.638672,58.05861,33.999411,36.295645,30.151159,26.813858,27.311189,30.839427,28.044673,31.806471,26.646408,25.923624,27.936804
"Stk10",2.702599,1.57688,0.619616,1.55828,5.789289,2.508861,2.886203,1.606067,2.540541,1.710339,13.240511,11.228264,0.880151,0.87725,2.257198,2.817201,3.03245
"Stk11",18.59479,26.111504,26.71209,25.686347,22.570585,30.112828,16.49543,22.532046,18.183229,15.994133,27.866174,30.565542,16.427543,16.405655,23.827639,22.892259,23.773035
"Stk11ip",3.751436,4.006635,4.758759,4.446008,5.790615,7.126798,5.198997,7.1388,5.104437,6.124466,11.58762,12.749807,2.96289,2.943844,5.45793,5.601236,5.496333
"Stk16",12.912455,12.761632,11.035928,10.950037,12.040321,17.111651,10.66842,14.497298,10.679986,12.226176,7.612197,7.656754,7.415136,9.01625,12.423078,12.756892,12.207688
"Stk17b",29.965057,24.103507,1.024498,1.63282,8.945921,6.525984,2.460863,2.718108,0.610921,1.513887,10.397226,4.538984,12.353366,10.702625,6.046853,6.643822,7.076345
"Stk19",19.432798,16.725907,13.500115,15.955771,8.655293,11.406107,10.260077,13.219161,8.462239,10.507654,12.619283,12.181988,11.973723,15.535386,14.49234,14.008192,12.073303
"Stk24",5.343385,7.640481,11.091105,11.517691,9.911285,10.982771,4.766246,6.52635,2.486131,3.86345,15.462032,14.25853,23.673454,22.660012,10.354881,10.167555,10.283645
"Stk25",21.117527,21.937222,36.484516,37.277643,28.345277,40.67281,23.147909,32.063933,19.510299,22.917376,17.288992,16.96129,52.054915,57.981685,39.313369,39.413392,42.301211
"Stk3",4.408062,5.67204,2.64476,3.735912,4.85314,1.853346,3.293379,1.408198,1.107328,0.985698,2.008862,0.879008,18.510675,18.443552,5.504246,5.346524,6.044089
"Stk30",2.864004,3.705187,2.397432,3.179178,1.536994,3.131087,1.143798,2.002345,1.333879,1.073296,0.504238,1.045535,0.4596,0.773138,3.167016,3.316329,3.619481
"Stk31",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Stk32a",0.1,0.175499,0.844608,1.56589,16.029998,13.470152,3.423753,3.502262,0.1,0.1,0.1,0.1,0.1,0.1,2.76876,2.41726,2.361471
"Stk32b",0.1,0.1,17.531081,19.257856,0.913514,1.405918,0.681231,0.476148,1.215117,1.105198,0.1,0.1,0.1,0.1,4.918243,3.908668,4.399713
"Stk32c",0.11664,0.256576,15.158401,12.87964,1.824404,5.322438,3.10952,4.654267,1.291853,4.047884,1.342207,2.368235,0.518829,0.667828,13.853779,13.855251,13.08631
"Stk33",0.241403,0.612128,0.240762,0.395009,0.911465,1.160863,0.20109,0.156889,0.1,0.1,0.1,0.1,0.1,0.108827,0.775577,0.572204,0.831115
"Stk35",11.358448,14.208318,5.362561,4.698712,6.647374,7.680683,5.675101,6.98784,3.341815,4.319208,2.629694,2.032416,3.352176,3.339535,5.913856,5.353192,4.963829
"Stk36",2.951913,3.196312,1.614547,1.758169,1.893218,1.058286,1.093395,0.922592,0.565298,0.707552,0.298661,0.235401,0.193844,0.241065,2.620743,2.138064,2.625963
"Stk38",27.516588,25.438909,10.964052,11.409517,18.636733,14.620689,10.668732,8.048763,2.504984,3.235813,9.956797,6.433386,16.86056,15.894022,14.440767,12.813375,16.727164
"Stk38l",9.726556,11.565886,1.030827,2.306279,2.403034,1.28438,1.226335,1.047727,0.415499,0.731074,4.424181,1.970553,1.445194,1.304108,3.828267,2.818055,3.1984
"Stk39",4.711353,6.05665,16.804705,19.032942,12.068423,12.276475,40.361513,26.497264,26.541769,27.831966,0.592221,0.268882,9.639558,10.18553,11.076487,10.64331,10.246071
"Stk4",5.437362,5.598392,3.504328,5.340307,9.192577,7.871213,5.852269,5.043625,2.916267,3.108417,13.553108,10.666953,4.402923,4.405299,6.809026,6.892882,7.412926
"Stk40",10.730001,11.100829,12.084628,15.50019,7.307629,11.685597,4.496758,9.460945,2.74345,6.45156,44.478036,41.182529,11.922807,11.426405,10.305435,8.082995,6.985772
"Stmn1",7.276612,16.785867,442.146965,476.845042,22.390962,34.328415,50.924846,34.478791,180.019828,160.242698,21.141828,13.042745,70.46619,76.463583,279.733883,253.628074,283.541225
"Stmn1-rs1",0.126344,0.155689,0.329143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Stmn2",2.115851,4.865798,312.320487,464.216732,5.818462,12.859242,1.190932,2.071441,3.721962,15.084287,5.008019,4.802817,19.012741,20.320414,397.232308,417.839952,380.296412
"Stmn3",6.343285,9.838664,442.439244,382.390417,88.30765,159.982992,24.698301,39.406751,22.996018,41.001748,9.384126,18.500752,7.277316,7.94493,255.668592,260.623569,256.572257
"Stmn4",0.618967,1.696643,148.992044,145.442066,41.433855,63.382521,124.839893,102.885296,370.115493,327.227739,3.314639,3.941546,1.551464,1.157829,98.297518,86.58539,95.120893
"Stom",10.196829,14.825394,1.246853,1.363493,18.359778,29.068941,4.60302,8.123733,0.449477,1.153055,16.159151,13.999736,46.48743,46.805734,9.606077,8.650869,9.967561
"Stoml1",13.371746,12.302851,22.774594,20.022809,11.035328,17.045602,6.556971,9.91863,5.634363,7.309624,7.430521,10.946421,6.41663,7.166896,21.154426,18.033703,21.900599
"Stoml2",10.236679,12.182621,12.136243,12.98103,11.452597,17.649199,9.316473,12.536014,9.338251,9.750245,9.556103,9.971727,15.860879,17.218663,11.523704,12.224793,11.175528
"Stoml3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.320261,0.142964,0.260336
"Ston1",2.396691,2.704815,1.942469,2.040457,1.754743,1.850305,0.339679,0.253342,0.1,0.120003,0.525231,0.331045,0.38196,0.515661,1.358682,1.807671,1.417583
"Ston2",12.506334,12.050114,1.565575,2.244756,0.951352,0.371094,1.688994,0.77503,1.677654,1.544149,4.132093,3.246951,0.1,0.1,3.459614,3.739642,3.397007
"Stox1",0.108613,0.464384,0.556497,0.387221,0.460444,0.501529,0.348616,0.466057,0.1,0.1,0.1,0.1,1.506512,1.47099,0.795298,0.44489,0.669236
"Stox2",20.96268,27.129743,16.068199,16.125669,15.085174,13.574299,18.108658,14.726321,5.723922,8.34895,0.399955,0.373527,6.052492,6.225733,22.758085,25.115408,18.999991
"Stra13",6.220747,4.934199,8.479055,10.326946,11.353787,17.300264,10.059189,12.185393,10.360346,9.768773,21.02792,29.52407,30.576489,34.059396,12.331882,13.349596,12.73552
"Stra6",0.239586,0.303929,2.864314,2.41755,0.224334,0.328997,0.1,0.1,0.1,0.1,0.1,0.365259,87.438843,78.061537,5.57812,5.072497,5.706468
"Stra8",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Strada",9.109577,8.181481,6.018516,7.849836,8.983076,10.088248,5.243542,7.315431,4.173019,4.198513,16.55881,16.976381,5.530166,5.595479,7.513182,6.350319,8.104899
"Stradb",10.059889,8.26115,12.958921,11.211246,11.170814,12.221661,8.915929,11.561309,6.138776,6.639314,9.423046,12.463537,3.964099,4.156422,15.622621,17.548668,15.791037
"Strap",32.323169,37.850371,44.335071,49.180114,50.233015,60.824562,56.116653,59.195773,19.189199,28.073599,21.29758,13.555842,44.184363,48.496679,46.742563,42.72375,44.087326
"Strbp",9.041543,8.682644,6.619569,8.326985,7.470337,3.58509,2.659007,1.32065,0.246718,0.627825,0.390477,0.496997,1.319582,1.271549,7.726238,7.266443,8.292009
"Strc",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Strn",6.173995,6.955279,4.457768,5.652106,6.246702,3.519585,44.591958,19.491829,10.206339,16.967693,1.806928,1.448586,3.827915,3.74476,7.371953,7.799055,7.097126
"Strn3",24.115212,24.063124,17.728881,17.15498,22.876732,11.682817,20.355143,9.806641,5.065157,6.155344,2.865543,1.505344,35.28661,35.331619,19.370048,17.267871,20.373435
"Strn4",20.388849,21.622219,43.433546,42.618094,46.542145,65.323069,36.696983,59.206099,21.260878,26.782301,24.903594,30.01497,22.946968,24.077181,34.437504,36.04884,32.839016
"Stt3a",24.747567,23.999796,14.474898,12.948764,26.37834,27.128424,31.130049,30.075056,11.39115,15.405982,49.419825,37.212023,45.718226,46.877666,19.813564,19.357779,23.876123
"Stt3b",86.730826,73.744262,32.859797,41.15312,39.926144,39.483653,24.622768,23.435378,9.280997,11.633282,16.772403,12.83512,36.413728,36.601875,34.896178,33.694572,38.207446
"Stub1",25.749269,29.075328,46.787308,50.4608,22.86949,36.081808,15.962509,25.012168,22.8118,22.691518,25.94576,31.700215,24.949935,27.284986,39.331053,38.945147,38.090406
"Stx11",0.1,0.130181,0.395832,0.588693,0.257243,0.32829,0.1,0.1,0.1,0.1,3.531624,3.225021,1.543315,1.669279,0.758945,0.422142,0.340371
"Stx12",23.097251,27.446274,44.397594,63.776814,43.982485,45.617463,58.528994,54.778302,35.19652,39.707828,14.404961,10.095858,85.696891,85.638639,48.077347,42.623673,49.751934
"Stx16",30.309393,30.365703,12.986571,12.751025,25.815413,10.844765,26.165654,14.711828,3.01895,6.242071,7.72023,5.507696,11.054332,10.343966,14.445776,15.268644,17.543008
"Stx17",5.503228,5.666473,2.753357,3.963291,6.917008,4.40554,4.261388,2.875184,2.606126,2.523935,1.177114,0.983104,4.621642,5.0594,4.954329,5.554895,5.605684
"Stx18",9.339817,6.655602,4.982542,6.180794,8.78874,10.958626,6.359311,7.214485,6.214161,6.451929,8.428752,6.678746,13.769185,13.942066,7.496698,7.397669,7.669895
"Stx19",0.162929,0.224443,0.964304,0.569108,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.122927
"Stx1a",6.414947,6.983095,38.365106,38.267954,8.037048,15.109187,5.517018,7.694013,3.315501,12.954587,13.038501,19.488901,24.35875,24.77536,60.095965,69.288476,59.026342
"Stx1b",8.942803,8.24327,48.934449,42.026148,16.647888,21.541057,6.405509,7.623341,1.532521,4.940998,2.793378,4.415416,0.337753,0.340402,27.111368,35.269848,26.115695
"Stx2",6.985029,7.159615,3.894908,6.618612,6.651156,6.994341,21.403932,21.192967,25.3827,27.66592,14.420489,13.601196,7.552746,6.939352,8.647584,8.368906,9.568371
"Stx3",0.484363,0.669453,4.952424,5.53369,1.523992,0.984278,0.620619,0.62276,0.229226,0.449707,2.002377,1.611508,6.017677,6.874929,2.538871,2.267127,2.465195
"Stx4a",23.988287,22.810541,8.944443,12.623552,17.945934,16.777336,20.573461,17.860654,19.750394,19.610077,34.007666,21.653213,19.049334,20.122777,14.421806,14.129455,14.219349
"Stx5a",26.650048,28.33272,26.638594,28.944808,22.688441,33.685581,25.568563,33.977646,20.934008,19.941993,34.783722,38.422426,41.358684,45.44177,20.300592,18.460586,20.950351
"Stx6",8.446336,9.147875,14.151565,14.578549,19.832628,29.921601,24.865226,27.853727,59.274212,54.295564,39.972212,42.150527,47.03041,53.222894,19.487961,17.942096,18.62689
"Stx7",14.982233,19.595371,51.849783,52.131295,37.646517,34.863854,40.650173,40.295275,22.603255,24.807983,53.595885,44.468016,32.160377,35.521897,44.183156,46.275016,46.764317
"Stx8",2.057506,1.659883,1.928474,2.188969,3.058868,5.052427,2.602026,3.402928,3.111084,2.62793,3.694857,4.825139,5.394639,6.215156,2.481551,2.541021,2.612145
"Stxbp1",8.016079,8.325526,152.255351,147.993172,17.93503,26.430391,10.49973,13.705367,11.479679,19.905402,9.1778,12.612139,13.844455,12.49753,75.972478,82.452162,68.530933
"Stxbp2",0.332983,0.324286,6.66575,6.497523,1.669828,0.748158,10.226341,8.726466,4.970073,6.61214,22.946382,23.613966,0.944263,1.054935,8.596075,7.812332,8.694416
"Stxbp3a",21.317651,16.650433,1.016754,1.814006,6.738549,2.88574,29.641621,16.34388,12.825454,13.868834,5.816289,2.527272,8.141734,9.671913,6.588355,6.313211,7.223021
"Stxbp4",5.299797,4.950909,1.203228,2.973246,5.62653,4.021862,3.152994,2.242813,0.496692,0.809384,0.380338,0.193977,1.323289,1.109345,3.635724,3.927962,4.116922
"Stxbp5",5.380391,4.809995,8.396072,10.236825,7.608926,4.628022,3.167431,2.408822,0.517367,0.796489,3.910548,2.245382,4.854346,4.198082,6.898922,6.611403,6.746482
"Stxbp5l",0.176233,0.158929,2.49424,2.799547,3.5918,1.229771,1.177976,0.404889,0.1,0.117137,0.1,0.1,0.1,0.1,2.069415,2.229096,2.09977
"Stxbp6",6.855952,7.354792,6.114633,3.33,9.327601,6.479964,13.778541,5.16721,8.330638,9.400635,0.103781,0.106219,1.97381,2.147435,6.67598,7.561135,6.173442
"Styk1",0.226801,0.164752,0.39212,0.22894,0.124398,0.273348,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.401075,0.282204,0.567169
"Styx",1.32528,1.573682,1.170542,1.023387,1.649011,0.856339,0.985079,0.304259,0.151437,0.120154,0.166315,0.1,1.606331,1.432434,1.137545,1.186747,1.050605
"Styxl1",0.1,0.172195,0.1,0.14929,0.1,0.1,0.133745,0.12028,0.131343,0.187798,0.1,0.1,0.1,0.1,0.348417,0.176376,0.507922
"Sub1",16.307666,20.111768,39.259935,50.435854,23.71815,21.37854,17.385915,13.638377,10.050252,10.151835,20.06257,9.883012,49.507159,53.303961,36.100273,35.137029,35.074936
"Sucla2",23.342304,19.837688,21.530405,37.468484,23.394972,13.517119,18.793598,10.389348,7.69255,9.653838,4.171657,2.495761,23.734495,24.822296,27.51444,29.431016,28.638032
"Suclg1",37.762082,28.963166,23.91526,24.958948,37.684117,60.593407,30.351954,41.113425,27.955911,32.457288,21.265653,25.931777,44.284202,53.141409,30.072802,29.622208,32.139142
"Suclg2",7.611289,6.998769,0.975794,1.498613,9.027719,9.285164,1.962048,2.092445,0.459157,1.20449,6.689196,5.220021,8.285714,8.026131,5.235087,5.29921,5.918032
"Sucnr1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Suds3",14.115079,15.004195,20.616231,20.800362,23.017556,37.333869,13.13142,21.599627,17.411079,16.78155,25.003771,32.030242,33.878101,37.900349,24.032825,24.694281,24.351769
"Sufu",7.337091,6.374238,3.916472,3.846979,4.051452,5.865937,3.27667,4.104322,1.929414,2.794063,3.307786,4.671523,4.806458,4.63397,3.927459,4.387417,3.905453
"Sugp1",8.953869,7.807482,9.168891,11.097961,9.108662,12.611907,7.036144,9.805202,6.619966,6.444476,6.830109,9.162847,9.472075,9.793278,8.382101,8.105697,9.052604
"Sugp2",20.292407,18.840378,20.689458,20.809743,15.123995,14.143954,9.560821,10.271706,5.510885,6.812389,3.69712,4.109459,4.343939,3.798379,14.858535,15.025584,16.96239
"Sugt1",13.891529,14.646029,11.685229,19.653837,17.822402,24.999447,14.254164,14.089135,15.759049,14.827004,15.106601,11.131561,49.051793,54.399248,17.861936,16.787908,17.457928
"Sulf1",0.103599,0.140793,0.204818,0.454151,7.042165,7.90712,1.376831,1.057216,0.1,0.124794,0.1,0.1,0.260054,0.122787,1.836387,1.316646,1.715179
"Sulf2",0.834294,1.833473,16.233343,14.241925,207.883687,313.33892,159.054239,233.692606,47.174067,54.086625,8.092811,7.000337,0.429569,0.387792,44.551574,40.833959,41.178037
